target_mlux,formation_name,current_ma,pwm_percent,estimated_mlux,error_mlux,lower_measured_mlux,lower_pwm_percent,upper_measured_mlux,upper_pwm_percent,method
19075,formation_8_highest_light,5,68,19071.8,3.2,18224.0,65,19637.0,70,interpolated
19100,formation_8_highest_light,4,86,19121.0,21.0,18898.0,85,20013.0,90,interpolated
19125,headlight_all_leds,8,25,19125.0,0.0,15301.0,20,19125.0,25,interpolated
19150,headlight_all_leds,10,20,19158.0,8.0,14324.0,15,19158.0,20,interpolated
19175,headlight_all_leds,5,41,19169.8,5.2,18704.0,40,21033.0,45,interpolated
19200,formation_8_highest_light,12,28,19204.2,4.2,17154.0,25,20571.0,30,interpolated
19225,formation_8_highest_light,26,14,19225.2,0.2,13234.0,10,20723.0,15,interpolated
19250,headlight_all_leds,7,29,19257.4,7.4,16611.0,25,19919.0,30,interpolated
19275,formation_8_highest_light,15,23,19273.6,1.4,16777.0,20,20938.0,25,interpolated
19300,formation_8_highest_light,6,57,19300.6,0.6,18621.0,55,20320.0,60,interpolated
19325,headlight_all_leds,16,13,19326.6,1.6,14643.0,10,22449.0,15,interpolated
19350,formation_8_highest_light,5,69,19354.4,4.4,18224.0,65,19637.0,70,interpolated
19375,formation_8_highest_light,33,12,19381.8,6.8,15623.0,10,25020.0,15,interpolated
19400,formation_8_highest_light,33,12,19381.8,18.2,15623.0,10,25020.0,15,interpolated
19425,formation_8_highest_light,39,11,19433.2,8.2,17271.0,10,28082.0,15,interpolated
19450,formation_8_highest_light,7,49,19446.6,3.4,17857.0,45,19844.0,50,interpolated
19475,formation_8_highest_light,11,31,19499.6,24.6,18867.0,30,22030.0,35,interpolated
19500,formation_8_highest_light,11,31,19499.6,0.4,18867.0,30,22030.0,35,interpolated
19525,formation_8_highest_light,14,25,19516.0,9.0,19516.0,25,23418.0,30,interpolated
19550,formation_8_highest_light,9,38,19549.8,0.2,18000.0,35,20583.0,40,interpolated
19575,formation_8_highest_light,21,17,19579.2,4.2,17184.0,15,23172.0,20,interpolated
19600,headlight_all_leds,15,14,19589.6,10.4,13780.0,10,21042.0,15,interpolated
19625,headlight_all_leds,14,15,19633.0,8.0,12883.0,10,19633.0,15,interpolated
19650,formation_8_highest_light,8,43,19652.8,2.8,18277.0,40,20570.0,45,interpolated
19675,formation_8_highest_light,16,22,19670.6,4.4,17875.0,20,22364.0,25,interpolated
19700,formation_8_highest_light,40,11,19726.8,26.8,17520.0,10,28554.0,15,interpolated
19725,formation_8_highest_light,40,11,19726.8,1.8,17520.0,10,28554.0,15,interpolated
19750,headlight_all_leds,20,11,19762.4,12.4,17798.0,10,27620.0,15,interpolated
19775,headlight_all_leds,18,12,19784.0,9.0,16258.0,10,25073.0,15,interpolated
19800,formation_8_highest_light,34,12,19797.6,2.4,15936.0,10,25590.0,15,interpolated
19825,headlight_all_leds,9,23,19828.8,3.8,17223.0,20,21566.0,25,interpolated
19850,formation_8_highest_light,30,13,19846.0,4.0,14674.0,10,23294.0,15,interpolated
19875,formation_8_highest_light,12,29,19887.6,12.6,17154.0,25,20571.0,30,interpolated
19900,headlight_all_leds,8,26,19894.8,5.2,19125.0,25,22974.0,30,interpolated
19925,headlight_all_leds,7,30,19919.0,6.0,19919.0,30,23235.0,35,interpolated
19950,headlight_all_leds,4,54,19954.8,4.8,18486.0,50,20322.0,55,interpolated
19975,formation_8_highest_light,6,59,19980.2,5.2,18621.0,55,20320.0,60,interpolated
20000,formation_8_highest_light,18,20,20000.0,0.0,14915.0,15,20000.0,20,interpolated
20025,formation_8_highest_light,25,15,20024.0,1.0,20024.0,15,26973.0,20,interpolated
20050,formation_8_highest_light,9,39,20066.4,16.4,18000.0,35,20583.0,40,interpolated
20075,formation_8_highest_light,9,39,20066.4,8.6,18000.0,35,20583.0,40,interpolated
20100,headlight_all_leds,5,43,20101.4,1.4,18704.0,40,21033.0,45,interpolated
20125,headlight_all_leds,10,21,20124.0,1.0,19158.0,20,23988.0,25,interpolated
20150,formation_8_highest_light,11,32,20132.2,17.8,18867.0,30,22030.0,35,interpolated
20175,formation_8_highest_light,35,12,20189.4,14.4,16235.0,10,26121.0,15,interpolated
20200,formation_8_highest_light,5,72,20199.4,0.6,19637.0,70,21043.0,75,interpolated
20225,formation_8_highest_light,4,91,20235.4,10.4,20013.0,90,21125.0,95,interpolated
20250,formation_8_highest_light,7,51,20244.8,5.2,19844.0,50,21848.0,55,interpolated
20275,formation_8_highest_light,42,11,20273.2,1.8,17984.0,10,29430.0,15,interpolated
20300,formation_8_highest_light,14,26,20296.4,3.6,19516.0,25,23418.0,30,interpolated
20325,headlight_all_leds,4,55,20322.0,3.0,20322.0,55,22187.0,60,interpolated
20350,formation_8_highest_light,31,13,20357.0,7.0,15017.0,10,23917.0,15,interpolated
20375,formation_8_highest_light,13,28,20381.2,6.2,18199.0,25,21836.0,30,interpolated
20400,headlight_all_leds,17,13,20405.8,5.8,15430.0,10,23723.0,15,interpolated
20425,headlight_all_leds,17,13,20405.8,19.2,15430.0,10,23723.0,15,interpolated
20450,formation_8_highest_light,4,92,20457.8,7.8,20013.0,90,21125.0,95,interpolated
20475,formation_8_highest_light,5,73,20480.6,5.6,19637.0,70,21043.0,75,interpolated
20500,formation_8_highest_light,43,11,20499.2,0.8,18176.0,10,29792.0,15,interpolated
20525,formation_8_highest_light,43,11,20499.2,25.8,18176.0,10,29792.0,15,interpolated
20550,headlight_all_leds,5,44,20567.2,17.2,18704.0,40,21033.0,45,interpolated
20575,formation_8_highest_light,12,30,20571.0,4.0,20571.0,30,24019.0,35,interpolated
20600,formation_8_highest_light,10,36,20593.2,6.8,20013.0,35,22914.0,40,interpolated
20625,headlight_all_leds,21,11,20637.2,12.2,18571.0,10,28902.0,15,interpolated
20650,formation_8_highest_light,7,52,20645.6,4.4,19844.0,50,21848.0,55,interpolated
20675,headlight_all_leds,12,18,20674.8,0.2,17175.0,15,23008.0,20,interpolated
20700,headlight_all_leds,9,24,20697.4,2.6,17223.0,20,21566.0,25,interpolated
20725,formation_8_highest_light,26,15,20723.0,2.0,20723.0,15,27969.0,20,interpolated
20750,formation_8_highest_light,44,11,20757.2,7.2,18391.0,10,30222.0,15,interpolated
20775,formation_8_highest_light,21,18,20776.8,1.8,17184.0,15,23172.0,20,interpolated
20800,formation_8_highest_light,17,22,20810.2,10.2,18907.0,20,23665.0,25,interpolated
20825,formation_8_highest_light,17,22,20810.2,14.8,18907.0,20,23665.0,25,interpolated
20850,formation_8_highest_light,32,13,20849.2,0.8,15349.0,10,24516.0,15,interpolated
20875,headlight_all_leds,16,14,20887.8,12.8,14643.0,10,22449.0,15,interpolated
20900,formation_8_highest_light,4,94,20902.6,2.6,20013.0,90,21125.0,95,interpolated
20925,headlight_all_leds,6,37,20929.6,4.6,19794.0,35,22633.0,40,interpolated
20950,headlight_all_leds,14,16,20951.8,1.8,19633.0,15,26227.0,20,interpolated
20975,formation_8_highest_light,20,19,20978.6,3.6,16437.0,15,22114.0,20,interpolated
21000,formation_8_highest_light,45,11,21000.0,0.0,18597.0,10,30612.0,15,interpolated
21025,formation_8_highest_light,8,46,21032.6,7.6,20570.0,45,22883.0,50,interpolated
21050,formation_8_highest_light,7,53,21046.4,3.6,19844.0,50,21848.0,55,interpolated
